Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links
4/14/20 18:52,Oregon,2020-02-28,State-wide,,,,Banned gatherings of a certain size,250,,,,"""On February 28...She later ordered the cancellation of events for 250 or more people.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oregon#Government_response
4/13/20 11:42,Washington,2020-02-29,State-wide,State of Emergency declared,,,,,,,,"""On February 29, Governor Jay Inslee declared a state of emergency after the first US death attributable to COVID-19 occurred""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/11/20 10:57,Florida,2020-03-01,State-wide,State of Emergency declared,,,,,,,,"""On March 1, Governor DeSantis declared a public health emergency after two cases were confirmed in Manatee County and Hillsborough County.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response
4/10/20 14:39,Alabama,2020-03-02,State-wide,,,,Suggested social distancing,,,,,"""On March 2, the Alabama Department of Public Health advised individuals to ""wash your hands frequently, avoid touching your face, cover coughs and sneezes, stay home when you are ill, and practice social distancing strategies"".""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alabama
4/10/20 16:23,California,2020-03-04,State-wide,State of Emergency declared,,,,,,,,"""On March 4, when 53 cases had been confirmed within the state and there had been one fatality, Governor Gavin Newsom declared a state of emergency""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas
4/11/20 12:05,Hawaii,2020-03-04,State-wide,State of Emergency declared,,,,,,,,"""On March 4, Governor David Ige declared a state of emergency until April 29.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 15:00,Maryland,2020-03-05,State-wide,State of Emergency declared,,,,,,,,"""On March 5, Governor Larry Hogan declared a state of emergency after the first three cases of coronavirus were confirmed in the state.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 12:23,Indiana,2020-03-06,State-wide,State of Emergency declared,,,,,,,,"""On March 6, Governor Eric Holcomb declared a public health emergency due to the first positive Indiana case.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:39,Kentucky,2020-03-06,State-wide,State of Emergency declared,,,,,,,,"""March 6 – Governor Andy Beshear declared a state of emergency, also confirming the state's first COVID-19 case.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 14:29,New York,2020-03-07,State-wide,State of Emergency declared,,,,,,,,"""On March 7, Governor Andrew Cuomo declared a state of emergency.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response
4/14/20 14:30,New York,2020-03-08,Scarsdale,,,,,,Schools closed,,,"""A number of schools and school districts announced closings or schedule modifications by March 8 due to the virus."" and ""Columbia, Hofstra and Yeshiva universities canceled classes, and public schools in the suburb of Scarsdale will close for the week.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response and https://www.nytimes.com/2020/03/09/nyregion/coronavirus-new-york.html
4/14/20 18:57,Oregon,2020-03-08,State-wide,State of Emergency declared,,,,,,,,"""Oregon Gov. Kate Brown declared a state of emergency on Sunday to contain the new coronavirus after the number of confirmed cases doubled to 14 from the previous day.""",https://www.usnews.com/news/best-states/oregon/articles/2020-03-08/oregon-declares-state-of-emergency-to-fight-new-coronavirus
4/11/20 12:19,Illinois,2020-03-09,State-wide,State of Emergency declared,,,,,,,,"""On March 9, Governor J. B. Pritzker issued a disaster proclamation, the state's equivalent to a state of emergency, as four new cases were announced in the state.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Illinois#Government_response
4/11/20 12:27,Iowa,2020-03-09,State-wide,State of Emergency declared,,,,,,,,"""March 9 – Proclamation of Disaster Emergency signed by Governor Kim Reynolds""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 14:19,New Jersey,2020-03-09,State-wide,State of Emergency declared,,,,,,,,"""On March 9, Governor Phil Murphy declared a state of emergency.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response
4/14/20 17:27,Ohio,2020-03-09,State-wide,State of Emergency declared,,,,,,,,"""On March 9, DeWine declared a state of emergency, when the state had 3 cases.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 18:08,Rhode Island,2020-03-09,State-wide,State of Emergency declared,,,,,,,,"“March 9, Governor Gina Raimondo declares a state of emergency.”",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/11/20 10:36,Colorado,2020-03-10,State-wide,State of Emergency declared,,,,,,,,"""On March 10, Governor Polis declared a state of disaster emergency. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 10:51,Connecticut,2020-03-10,State-wide,State of Emergency declared,,,,,,,,"""On March 10, governor Ned Lamont declared a civil preparedness and public health emergency in response to the coronavirus.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut
4/14/20 9:52,Massachusetts,2020-03-10,State-wide,State of Emergency declared,,,,,,,,"""Citing the rapid increase in cases, Governor Charlie Baker declared a state of emergency for Massachusetts on March 10.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response
4/14/20 14:20,New Jersey,2020-03-10,State-wide,,,,,,Schools closed,,,"""A day later, schools and universities began closing and switching classes to online. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response
4/14/20 16:52,North Carolina,2020-03-10,State-wide,State of Emergency declared,,,,,,,,"""On March 10, Governor Roy Cooper declared a state of emergency after five more cases tested presumptive positive on March 9.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/13/20 11:17,Wisconsin,2020-03-10,Osceola,,,,,,Schools closed,,,"""The Osceola School District closed schools on March 10, to sanitize the buildings and buses after a person who attended a regional sports tournament was found to be infected.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response
4/10/20 15:14,Alaska,2020-03-11,State-wide,State of Emergency declared,,,,,,,,See table.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/10/20 16:15,Arkansas,2020-03-11,State-wide,State of Emergency declared,,,,,,,,"""On March 11, Governor Asa Hutchinson declared a public health emergency in response to the first presumptive case in the state""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas
4/11/20 14:52,Louisiana,2020-03-11,State-wide,State of Emergency declared,,,,,,,,See table.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 14:27,New Mexico,2020-03-11,State-wide,State of Emergency declared,,,,,,,,"""On March 11, Governor Michelle Lujan Grisham declared a state of emergency.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-403
4/13/20 12:02,Washington,2020-03-11,"King, Snohomish, and Pierce",,,,Banned gatherings of a certain size,250,,,,"""On March 11, Governor Inslee invoked emergency powers and banned ""social, spiritual, and recreational gatherings"" of over 250 people in King, Snohomish and Pierce Counties (including the core of the Seattle metropolitan area) for at least the month of March""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Washington_(state)#Government_response
4/10/20 15:16,Arizona,2020-03-12,State-wide,State of Emergency declared,,,,,,,,"""Arizona Governor Doug Ducey declared a public health emergency on March 12.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona
4/10/20 16:15,Arkansas,2020-03-12,"Saline, Jefferson, Pulaski, and Grant",,,,,,Schools closed,,,"""On March 12, the governor ordered school closings in Saline, Jefferson, Pulaski, and Grant counties until March 30.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas
4/10/20 16:25,California,2020-03-12,State-wide,,,,Banned gatherings of a certain size,250,,,,"""On March 12, Governor Newsom announced that mass gatherings over 250 people were banned until the end of March. He also issued an order to permit the state to commandeer hotels and medical facilities to treat coronavirus patients. In Santa Clara County, all gatherings of 100 or more people were banned, and gatherings of 35 or more people were banned unless they satisfied public health restrictions.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas
4/11/20 10:53,Delaware,2020-03-12,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Delaware Governor John Carney declared a state of emergency.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Delaware#Government_response
4/11/20 14:26,Kansas,2020-03-12,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Governor Laura Kelly has issued an emergency declaration for the State of Kansas""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 15:01,Maryland,2020-03-12,State-wide,,,,Banned gatherings of a certain size,250,,,,"""On March 12, Governor Hogan declared all Maryland public schools were to be closed from March 16 through April 24, gatherings of more than 250 people were banned, and the Maryland National Guard was activated to a higher state of readiness.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:00,Michigan,2020-03-12,State-wide,,,,,,Schools closed,,,"""On March 12, Gov. Gretchen Whitmer called for all public schools to close until April 6."" and ""On April 2, she cancelled in-person education for the remainder of the 2019–2020 K-12 school year.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:43,Montana,2020-03-12,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Governor Steve Bullock declared a state of emergency in Montana.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montana
4/14/20 14:06,Nevada,2020-03-12,State-wide,State of Emergency declared,,,,,,,,"""Governor Steve Sisolak declared a State of Emergency on March 12 to help move emergency resources ...""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 14:31,New York,2020-03-12,State-wide,,,,Banned gatherings of a certain size,500,,,,"""On March 12, Cuomo announced restrictions on mass gatherings, directing events with more than 500 people to be cancelled or postponed and any gathering with fewer than 500 people to cut capacity by 50 percent.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response
4/14/20 17:29,Ohio,2020-03-12,State-wide,,,,Banned gatherings of a certain size,100,,,,"""On March 12, ... the state instituted a ban on gatherings of more than 100, with exemptions for airports, workplaces, restaurants, religious gatherings, weddings, and funerals.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 18:54,Oregon,2020-03-12,State-wide,,,,,,Schools closed,,,"""On March 12, Governor Brown ordered all K–12 schools closed statewide from March 16 to March 31, 2020. Just five days later, Brown extended the closure through April 28.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Oregon#School_closures
4/14/20 18:58,Puerto Rico,2020-03-12,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Governor Vázquez declared a state of emergency and activated the National Guard.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/13/20 12:08,Virginia,2020-03-12,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Governor Ralph Northam declared a state of emergency in the state of Virginia.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/20 12:03,Washington,2020-03-12,State-wide,,,,,,Schools closed,,,"""On March 12, Governor Inslee announced closures for all public and private K-12 schools in King, Snohomish, and Pierce Counties beginning from March 17 through at least April 24.[120] Later, on March 13, Inslee announced K-12 closures until at least April 24 throughout the state.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Washington_(state)#Government_response
4/13/20 11:18,Wisconsin,2020-03-12,State-wide,State of Emergency declared,,,,,,,,"""On March 12, Governor Tony Evers declared a State of Emergency.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/10/20 14:59,Alabama,2020-03-13,State-wide,State of Emergency declared,,,,,,,,See table.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/10/20 16:26,California,2020-03-13,"Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Ontario-Montclair, Alta Loma Unified, San Diego, Los Alamitos Unified, and Washington Unified School Distrcts.",,,,,,Schools closed,,,"""On March 13, schools were closed in Marin, Sacramento, San Joaquin, San Luis Obispo, Santa Clara, Solano, Placer, and Contra Costa counties, as well as the Oakland, Antioch, Santa Cruz, Los Angeles Unified, Chaffey Unified, Etiwanda, Fontana Unified, Ontario-Montclair, Alta Loma Unified, San Diego, Los Alamitos Unified, and Washington Unified school districts.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response
4/11/20 10:52,Connecticut,2020-03-13,State-wide,,,,,,Schools closed,,,"""On March 13, governor Lamont ordered all schools to close after March 16 until at least March 31""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut
4/11/20 10:54,Delaware,2020-03-13,State-wide,,,,,,Schools closed,,,"""Late on March 13, Governor Carney closed all Delaware Public Schools from March 16 to March 27.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Delaware#Government_response
4/11/20 11:29,Georgia,2020-03-13,State-wide,State of Emergency declared,,,,,,,,"""On March 13, the state of emergency is declared.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 12:14,Idaho,2020-03-13,State-wide,State of Emergency declared,,,,,,,,"""On March 13, Governor Brad Little announced a state of emergency on the state.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 9:56,Massachusetts,2020-03-13,"Wellesley, Framingham, and Boston",,,,,,Schools closed,,,"""Wellesley and Framingham closed their public schools and libraries for two weeks on March 13."" and  ""Also on March 13, Boston announced that its public schools would close for six weeks from Tuesday, March 17 through April 26.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response
4/14/20 10:01,Michigan,2020-03-13,State-wide,,,,Banned gatherings of a certain size,250,,,,"""On March 13, Whitmer ordered cancellation of most events gathering more than 250 people.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:07,Minnesota,2020-03-13,State-wide,State of Emergency declared,,,,,,,,"""On March 13, a Peacetime State of Emergency was declared by Governor Tim Walz.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:24,Missouri,2020-03-13,State-wide,State of Emergency declared,,,,,,,,"""On March 13, Governor Mike Parson declared a state of emergency for Missouri, following the third and fourth cases of the disease manifesting in the state. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 13:46,Nebraska,2020-03-13,State-wide,State of Emergency declared,,,,,,,,"""March 13 – State of Emergency""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 14:16,New Hampshire,2020-03-13,State-wide,State of Emergency declared,,,,,,,,"""On March 13, 2020, with the seventh case reported in the state, Governor Chris Sununu declared a state of emergency, which limited visitors to assisted living and long-term care facilities, and suspended out-of-state trips for state employees. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire
4/14/20 14:34,New York,2020-03-13,"Dutchess, Orange, Herkimer, Ulster, and Warwick",,,,,,Schools closed,,,"""The next day, all public school districts in Dutchess, Orange, and Ulster counties in the Mid-Hudson Valley, which had reported their first cases earlier in the week, announced they would close for the next two weeks. The Warwick schools in Orange County added that they would remain closed through April 14, when their annual spring break would normally end."" and ""On March 13, all public schools in Herkimer County announced they, too, would close until April 14.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response
4/14/20 17:22,North Dakota,2020-03-13,State-wide,State of Emergency declared,,,,,,,,"""March 13, State of Emergency""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 18:48,Pennsylvania,2020-03-13,State-wide,,,,,,Schools closed,,,"""On March 13, Governor Wolf announced that all Pennsylvania schools will be closed for at least two weeks""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Pennsylvania#Government_response
4/14/20 18:59,Puerto Rico,2020-03-13,State-wide,,,,,,Schools closed,,,"""On March 13, Puerto Rico public schools were closed for 14 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 17:51,South Carolina,2020-03-13,State-wide,State of Emergency declared,,,,,,,,"""On March 13, Governor McMaster announced a state of emergency is in effect on South Carolina.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/13/20 12:24,South Dakota,2020-03-13,State-wide,State of Emergency declared,,,,,,,,"""March 13, Governor Noem declared a state of emergency""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/20 12:34,Texas,2020-03-13,State-wide,State of Emergency declared,,,,,,,,"""On March 13, Texas Governor Greg Abbott declared a statewide disaster for all counties in the state.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/20 12:13,Utah,2020-03-13,State-wide,,,,,,Schools closed,,,"""On March 13, all schools were ordered closed and to switch to online classes by the 18th by Governor Gary Herbert.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/20 12:17,Vermont,2020-03-13,State-wide,State of Emergency declared,,,,,,,,"""Governor Phil Scott issued Executive Order 01-20 which declared a State of Emergency until it expires on April 15.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/20 11:19,Wisconsin,2020-03-13,State-wide,,,,,,Schools closed,,,"""On the 13th, the governor ordered the closure of all public and private K-12 schools in the state until at least April 5."" ",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/20 10:14,Wyoming,2020-03-13,State-wide,State of Emergency declared,,,,,,,,"On March 13, Governor Gordon issued Executive Order 2020–2 to declare a State of Emergency in order to access funding issued by Congress. The Order allows for the use of the Wyoming National Guard along with giving additional powers to the Director of the Office of Homeland Security, the Adjutant General, and the Director of the Wyoming Department of Health.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:08,Minnesota,2020-03-14,St Paul,,,,Banned gatherings of a certain size,50,,,,"""On March 14, St. Paul Mayor Melvin Carter declared a State of Local Emergency. The city will no longer be issuing any new permits for gatherings of 50 or more people.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:14,Mississippi,2020-03-14,State-wide,State of Emergency declared,,,,,,,,"""On March 14, two days after the first case was announced in the state, Governor Tate Reeves, declared a state of emergency, due to how big of an impact the neighboring state of Louisiana, has had with the virus. Louisiana at the time was the most infected state per capita.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mississippi
4/14/20 14:21,New Jersey,2020-03-14,Hoboken,,,Night-time curfew,,,,,,"""On March 14, the mayor of Hoboken declared a mandatory nightly curfew""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response
4/14/20 16:52,North Carolina,2020-03-14,State-wide,,,,Banned gatherings of a certain size,100,Schools closed,,,"""On March 14, Governor Cooper forbids all events and gatherings of 100 or more people. On the same day, he also ordered all of the state's public schools to be closed for a minimum of two weeks""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/13/20 11:26,West Virginia,2020-03-14,State-wide,,,,,,Schools closed,,,"""On March 14, Governor Jim Justice closed schools, cancelled travel by state employees, suspended the high school basketball tournaments, and restricted access to nursing homes.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/11/20 12:18,Illinois,2020-03-15,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 15, Governor Pritzker announced that all bars and restaurants will be closed until March 30 as to ""[enforce] and [preserve] the safety and health of all residents of Illinois.""""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Illinois#Government_response
4/11/20 12:28,Iowa,2020-03-15,State-wide,,,,,,Schools closed,,,"""March 15 – Governor Reynolds recommends closing schools for four weeks. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:27,Kansas,2020-03-15,State-wide,,,,,,Schools closed,,,"""On March 15, Governor Laura Kelly recommends closing schools for a week."" and ""Several schools across the state (but none in Wichita) suspend classes for the rest of the month""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:56,Maine,2020-03-15,State-wide,State of Emergency declared,,,,,,,,"""On March 15, Governor Janet Mills declared a state of emergency in Maine.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 15:02,Maryland,2020-03-15,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"On March 15, Governor Hogan ordered all Maryland casinos, racetracks, and off-track betting parlors to shut down to help prevent the spread of coronavirus.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 14:07,Nevada,2020-03-15,State-wide,,,,,,Schools closed,,,"""... on March 15, Sisolak announces that all schools in the area will be closed until the minimum of April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 14:17,New Hampshire,2020-03-15,State-wide,,,,,,Schools closed,,,"""Over the next few days, more measures to limit the spread of the virus were announced including the closure of K-12 public schools on March 15, 2020, ...""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire
4/14/20 17:29,Ohio,2020-03-15,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 15, DeWine and Acton ordered the suspension of dine-in service at all bars and restaurants ... """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 17:35,Oklahoma,2020-03-15,State-wide,State of Emergency declared,,,,,,,,"""March 15, Oklahoma Gov. Kevin Stitt declares state of emergency.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 18:59,Puerto Rico,2020-03-15,State-wide,,,Night-time curfew,,,,,Non-essential businesses closed,"""On March 15, Vázquez issued an island-wide curfew through March 30 and closed all businesses not involved in food sales, medicine, or banking.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 17:52,South Carolina,2020-03-15,State-wide,,,,,,Schools closed,,,"""On March 15, the government announced that schools are closed throughout the state.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/13/20 12:26,Tennessee,2020-03-15,Davidson,,,,,,,,Some (cherry-picked) businesses closed,"""On March 15, the mayor of Nashville imposed restrictions on restaurants and closed bars in Davidson County.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/20 12:16,Vermont,2020-03-15,State-wide,,,,,,Schools closed,,,"""On March 15, Governor Phil Scott ordered all schools in Vermont to be closed and all school activities to be cancelled no later than Wednesday, March 18, and lasting through at least April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/20 11:43,Washington,2020-03-15,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 15, Governor Inslee announced the closing of all sit-down restaurants statewide""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/20 10:41,Wyoming,2020-03-15,State-wide,,,,,,Schools closed,,,"On March 15, Governor Gordon and Wyoming State Superintendent Jillian Balow issued a joint recommendation that all Wyoming school close to reduce the spread of the virus.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/10/20 15:10,Alaska,2020-03-16,State-wide,,,,,,Schools closed,,,"""On March 13, Governor Mike Dunleavy ordered public schools to close from March 16 to 30, which was later extended to May 1.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alaska
4/11/20 12:09,Hawaii,2020-03-16,State-wide,,,,,,Schools closed,,,"""March 16: Governor David Ige announced that spring break for public schools in Hawaii would be extended for an additional week in order to give school administrators time to evaluate recommendations for stopping the spread of the virus."" and ""On March 18, the closures were extended for an additional week.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Hawaii
4/11/20 12:22,Illinois,2020-03-16,State-wide,,,,Banned gatherings of a certain size,50,,,,"""On March 16, Governor Pritzker announced that all gatherings of 50 or more people will be canceled in accordance with new CDC guidelines.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Illinois#Government_response
4/11/20 12:24,Indiana,2020-03-16,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""Holcomb announced the closure of all bars and restaurants statewide to in-person service on March 16. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:28,Kansas,2020-03-16,State-wide,,,,Banned gatherings of a certain size,50,,,,"""On March 16, Kelly also announced a ban on gatherings of 50 or more people.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:40,Kentucky,2020-03-16,State-wide,,,,,,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""March 16 – Beshear announced the closure of in-person service at bars and restaurants. Delivery, take-out, and drive-through service will still be available."" and ""5:43 p.m.: Gov. Andy Beshear recommended closing all schools across the state – public and private – to prevent the spread of COVID-19. He’s asking schools to close Monday Mar. 16, and stay closed for two weeks.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:52,Louisiana,2020-03-16,State-wide,,,,Banned gatherings of a certain size,50,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""Governor John Bel Edwards closed schools statewide on March 16, 2020, restricted most businesses to takeout and delivery only, postponed presidential primaries, and placed limitations on large gatherings.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Louisiana#Government_response and https://gov.louisiana.gov/order/
